Date,Price,Stock
2007-08-02,76.86,CL1 Comdty
2007-08-03,75.48,CL1 Comdty
2007-08-06,72.06,CL1 Comdty
2007-08-07,72.42,CL1 Comdty
2007-08-08,72.15,CL1 Comdty
2007-08-09,71.59,CL1 Comdty
2007-08-10,71.47,CL1 Comdty
2007-08-13,71.62,CL1 Comdty
2007-08-14,72.38,CL1 Comdty
2007-08-15,73.33,CL1 Comdty
2007-08-16,71,CL1 Comdty
2007-08-17,71.98,CL1 Comdty
2007-08-20,71.12,CL1 Comdty
2007-08-21,69.47,CL1 Comdty
2007-08-22,69.26,CL1 Comdty
2007-08-23,69.83,CL1 Comdty
2007-08-24,71.09,CL1 Comdty
2007-08-27,71.97,CL1 Comdty
2007-08-28,71.73,CL1 Comdty
2007-08-29,73.51,CL1 Comdty
2007-08-30,73.36,CL1 Comdty
2007-08-31,74.04,CL1 Comdty
2007-09-04,75.08,CL1 Comdty
2007-09-05,75.73,CL1 Comdty
2007-09-06,76.3,CL1 Comdty
2007-09-07,76.7,CL1 Comdty
2007-09-10,77.49,CL1 Comdty
2007-09-11,78.23,CL1 Comdty
2007-09-12,79.91,CL1 Comdty
2007-09-13,80.09,CL1 Comdty
2007-09-14,79.1,CL1 Comdty
2007-09-17,80.57,CL1 Comdty
2007-09-18,81.51,CL1 Comdty
2007-09-19,81.93,CL1 Comdty
2007-09-20,83.32,CL1 Comdty
2007-09-21,81.62,CL1 Comdty
2007-09-24,80.95,CL1 Comdty
2007-09-25,79.53,CL1 Comdty
2007-09-26,80.3,CL1 Comdty
2007-09-27,82.88,CL1 Comdty
2007-09-28,81.66,CL1 Comdty
2007-10-01,80.24,CL1 Comdty
2007-10-02,80.05,CL1 Comdty
2007-10-03,79.94,CL1 Comdty
2007-10-04,81.44,CL1 Comdty
2007-10-05,81.22,CL1 Comdty
2007-10-08,79.02,CL1 Comdty
2007-10-09,80.26,CL1 Comdty
2007-10-10,81.3,CL1 Comdty
2007-10-11,83.08,CL1 Comdty
2007-10-12,83.69,CL1 Comdty
2007-10-15,86.13,CL1 Comdty
2007-10-16,87.61,CL1 Comdty
2007-10-17,87.4,CL1 Comdty
2007-10-18,89.47,CL1 Comdty
2007-10-19,88.6,CL1 Comdty
2007-10-22,87.56,CL1 Comdty
2007-10-23,85.27,CL1 Comdty
2007-10-24,87.1,CL1 Comdty
2007-10-25,90.46,CL1 Comdty
2007-10-26,91.86,CL1 Comdty
2007-10-29,93.53,CL1 Comdty
2007-10-30,90.38,CL1 Comdty
2007-10-31,94.53,CL1 Comdty
2007-11-01,93.49,CL1 Comdty
2007-11-02,95.93,CL1 Comdty
2007-11-05,93.98,CL1 Comdty
2007-11-06,96.7,CL1 Comdty
2007-11-07,96.37,CL1 Comdty
2007-11-08,95.46,CL1 Comdty
2007-11-09,96.32,CL1 Comdty
2007-11-12,94.62,CL1 Comdty
2007-11-13,91.17,CL1 Comdty
2007-11-14,94.09,CL1 Comdty
2007-11-15,93.43,CL1 Comdty
2007-11-16,95.1,CL1 Comdty
2007-11-19,94.64,CL1 Comdty
2007-11-20,98.03,CL1 Comdty
2007-11-21,97.29,CL1 Comdty
2007-11-23,98.18,CL1 Comdty
2007-11-26,97.7,CL1 Comdty
2007-11-27,94.42,CL1 Comdty
2007-11-28,90.62,CL1 Comdty
2007-11-29,91.01,CL1 Comdty
2007-11-30,88.71,CL1 Comdty
2007-12-03,89.31,CL1 Comdty
2007-12-04,88.32,CL1 Comdty
2007-12-05,87.49,CL1 Comdty
2007-12-06,90.23,CL1 Comdty
2007-12-07,88.28,CL1 Comdty
2007-12-10,87.86,CL1 Comdty
2007-12-11,90.02,CL1 Comdty
2007-12-12,94.39,CL1 Comdty
2007-12-13,92.25,CL1 Comdty
2007-12-14,91.27,CL1 Comdty
2007-12-17,90.63,CL1 Comdty
2007-12-18,90.49,CL1 Comdty
2007-12-19,91.24,CL1 Comdty
2007-12-20,91.06,CL1 Comdty
2007-12-21,93.31,CL1 Comdty
2007-12-24,94.13,CL1 Comdty
2007-12-26,95.97,CL1 Comdty
2007-12-27,96.62,CL1 Comdty
2007-12-28,96,CL1 Comdty
2007-12-31,95.98,CL1 Comdty
2008-01-02,99.62,CL1 Comdty
2008-01-03,99.18,CL1 Comdty
2008-01-04,97.91,CL1 Comdty
2008-01-07,95.09,CL1 Comdty
2008-01-08,96.33,CL1 Comdty
2008-01-09,95.67,CL1 Comdty
2008-01-10,93.71,CL1 Comdty
2008-01-11,92.69,CL1 Comdty
2008-01-14,94.2,CL1 Comdty
2008-01-15,91.9,CL1 Comdty
2008-01-16,90.84,CL1 Comdty
2008-01-17,90.13,CL1 Comdty
2008-01-18,90.57,CL1 Comdty
2008-01-22,89.85,CL1 Comdty
2008-01-23,86.99,CL1 Comdty
2008-01-24,89.41,CL1 Comdty
2008-01-25,90.71,CL1 Comdty
2008-01-28,90.99,CL1 Comdty
2008-01-29,91.64,CL1 Comdty
2008-01-30,92.33,CL1 Comdty
2008-01-31,91.75,CL1 Comdty
2008-02-01,88.96,CL1 Comdty
2008-02-04,90.02,CL1 Comdty
2008-02-05,88.41,CL1 Comdty
2008-02-06,87.14,CL1 Comdty
2008-02-07,88.11,CL1 Comdty
2008-02-08,91.77,CL1 Comdty
2008-02-11,93.59,CL1 Comdty
2008-02-12,92.78,CL1 Comdty
2008-02-13,93.27,CL1 Comdty
2008-02-14,95.46,CL1 Comdty
2008-02-15,95.5,CL1 Comdty
2008-02-19,100.01,CL1 Comdty
2008-02-20,100.74,CL1 Comdty
2008-02-21,98.23,CL1 Comdty
2008-02-22,98.81,CL1 Comdty
2008-02-25,99.23,CL1 Comdty
2008-02-26,100.88,CL1 Comdty
2008-02-27,99.64,CL1 Comdty
2008-02-28,102.59,CL1 Comdty
2008-02-29,101.84,CL1 Comdty
2008-03-03,102.45,CL1 Comdty
2008-03-04,99.52,CL1 Comdty
2008-03-05,104.52,CL1 Comdty
2008-03-06,105.47,CL1 Comdty
2008-03-07,105.15,CL1 Comdty
2008-03-10,107.9,CL1 Comdty
2008-03-11,108.75,CL1 Comdty
2008-03-12,109.92,CL1 Comdty
2008-03-13,110.33,CL1 Comdty
2008-03-14,110.21,CL1 Comdty
2008-03-17,105.68,CL1 Comdty
2008-03-18,109.42,CL1 Comdty
2008-03-19,104.48,CL1 Comdty
2008-03-20,101.84,CL1 Comdty
2008-03-24,100.86,CL1 Comdty
2008-03-25,101.22,CL1 Comdty
2008-03-26,105.9,CL1 Comdty
2008-03-27,107.58,CL1 Comdty
2008-03-28,105.62,CL1 Comdty
2008-03-31,101.58,CL1 Comdty
2008-04-01,100.98,CL1 Comdty
2008-04-02,104.83,CL1 Comdty
2008-04-03,103.83,CL1 Comdty
2008-04-04,106.23,CL1 Comdty
2008-04-07,109.09,CL1 Comdty
2008-04-08,108.5,CL1 Comdty
2008-04-09,110.87,CL1 Comdty
2008-04-10,110.11,CL1 Comdty
2008-04-11,110.14,CL1 Comdty
2008-04-14,111.76,CL1 Comdty
2008-04-15,113.79,CL1 Comdty
2008-04-16,114.93,CL1 Comdty
2008-04-17,114.86,CL1 Comdty
2008-04-18,116.69,CL1 Comdty
2008-04-21,117.48,CL1 Comdty
2008-04-22,119.37,CL1 Comdty
2008-04-23,118.3,CL1 Comdty
2008-04-24,116.06,CL1 Comdty
2008-04-25,118.52,CL1 Comdty
2008-04-28,118.75,CL1 Comdty
2008-04-29,115.63,CL1 Comdty
2008-04-30,113.46,CL1 Comdty
2008-05-01,112.52,CL1 Comdty
2008-05-02,116.32,CL1 Comdty
2008-05-05,119.97,CL1 Comdty
2008-05-06,121.84,CL1 Comdty
2008-05-07,123.53,CL1 Comdty
2008-05-08,123.69,CL1 Comdty
2008-05-09,125.96,CL1 Comdty
2008-05-12,124.23,CL1 Comdty
2008-05-13,125.8,CL1 Comdty
2008-05-14,124.22,CL1 Comdty
2008-05-15,124.12,CL1 Comdty
2008-05-16,126.29,CL1 Comdty
2008-05-19,127.05,CL1 Comdty
2008-05-20,129.07,CL1 Comdty
2008-05-21,133.17,CL1 Comdty
2008-05-22,130.81,CL1 Comdty
2008-05-23,132.19,CL1 Comdty
2008-05-27,128.85,CL1 Comdty
2008-05-28,131.03,CL1 Comdty
2008-05-29,126.62,CL1 Comdty
2008-05-30,127.35,CL1 Comdty
2008-06-02,127.76,CL1 Comdty
2008-06-03,124.31,CL1 Comdty
2008-06-04,122.3,CL1 Comdty
2008-06-05,127.79,CL1 Comdty
2008-06-06,138.54,CL1 Comdty
2008-06-09,134.35,CL1 Comdty
2008-06-10,131.31,CL1 Comdty
2008-06-11,136.38,CL1 Comdty
2008-06-12,136.74,CL1 Comdty
2008-06-13,134.86,CL1 Comdty
2008-06-16,134.61,CL1 Comdty
2008-06-17,134.01,CL1 Comdty
2008-06-18,136.68,CL1 Comdty
2008-06-19,131.93,CL1 Comdty
2008-06-20,134.62,CL1 Comdty
2008-06-23,136.74,CL1 Comdty
2008-06-24,137,CL1 Comdty
2008-06-25,134.55,CL1 Comdty
2008-06-26,139.64,CL1 Comdty
2008-06-27,140.21,CL1 Comdty
2008-06-30,140,CL1 Comdty
2008-07-01,140.97,CL1 Comdty
2008-07-02,143.57,CL1 Comdty
2008-07-03,145.29,CL1 Comdty
2008-07-07,141.37,CL1 Comdty
2008-07-08,136.04,CL1 Comdty
2008-07-09,136.05,CL1 Comdty
2008-07-10,141.65,CL1 Comdty
2008-07-11,145.08,CL1 Comdty
2008-07-14,145.18,CL1 Comdty
2008-07-15,138.74,CL1 Comdty
2008-07-16,134.6,CL1 Comdty
2008-07-17,129.29,CL1 Comdty
2008-07-18,128.88,CL1 Comdty
2008-07-21,131.04,CL1 Comdty
2008-07-22,127.95,CL1 Comdty
2008-07-23,124.44,CL1 Comdty
2008-07-24,125.49,CL1 Comdty
2008-07-25,123.26,CL1 Comdty
2008-07-28,124.73,CL1 Comdty
2008-07-29,122.19,CL1 Comdty
2008-07-30,126.77,CL1 Comdty
2008-07-31,124.08,CL1 Comdty
2008-08-01,125.1,CL1 Comdty
2008-08-04,121.41,CL1 Comdty
2008-08-05,119.17,CL1 Comdty
2008-08-06,118.58,CL1 Comdty
2008-08-07,120.02,CL1 Comdty
2008-08-08,115.2,CL1 Comdty
2008-08-11,114.45,CL1 Comdty
2008-08-12,113.01,CL1 Comdty
2008-08-13,116,CL1 Comdty
2008-08-14,115.01,CL1 Comdty
2008-08-15,113.77,CL1 Comdty
2008-08-18,112.87,CL1 Comdty
2008-08-19,114.53,CL1 Comdty
2008-08-20,114.98,CL1 Comdty
2008-08-21,121.18,CL1 Comdty
2008-08-22,114.59,CL1 Comdty
2008-08-25,115.11,CL1 Comdty
2008-08-26,116.27,CL1 Comdty
2008-08-27,118.15,CL1 Comdty
2008-08-28,115.59,CL1 Comdty
2008-08-29,115.46,CL1 Comdty
2008-09-02,109.71,CL1 Comdty
2008-09-03,109.35,CL1 Comdty
2008-09-04,107.89,CL1 Comdty
2008-09-05,106.23,CL1 Comdty
2008-09-08,106.34,CL1 Comdty
2008-09-09,103.26,CL1 Comdty
2008-09-10,102.58,CL1 Comdty
2008-09-11,100.87,CL1 Comdty
2008-09-12,101.18,CL1 Comdty
2008-09-15,95.71,CL1 Comdty
2008-09-16,91.15,CL1 Comdty
2008-09-17,97.16,CL1 Comdty
2008-09-18,97.88,CL1 Comdty
2008-09-19,104.55,CL1 Comdty
2008-09-22,120.92,CL1 Comdty
2008-09-23,106.61,CL1 Comdty
2008-09-24,105.73,CL1 Comdty
2008-09-25,108.02,CL1 Comdty
2008-09-26,106.89,CL1 Comdty
2008-09-29,96.37,CL1 Comdty
2008-09-30,100.64,CL1 Comdty
2008-10-01,98.53,CL1 Comdty
2008-10-02,93.97,CL1 Comdty
2008-10-03,93.88,CL1 Comdty
2008-10-06,87.81,CL1 Comdty
2008-10-07,90.06,CL1 Comdty
2008-10-08,88.95,CL1 Comdty
2008-10-09,86.59,CL1 Comdty
2008-10-10,77.7,CL1 Comdty
2008-10-13,81.19,CL1 Comdty
2008-10-14,78.63,CL1 Comdty
2008-10-15,74.54,CL1 Comdty
2008-10-16,69.85,CL1 Comdty
2008-10-17,71.85,CL1 Comdty
2008-10-20,74.25,CL1 Comdty
2008-10-21,70.89,CL1 Comdty
2008-10-22,66.75,CL1 Comdty
2008-10-23,67.84,CL1 Comdty
2008-10-24,64.15,CL1 Comdty
2008-10-27,63.22,CL1 Comdty
2008-10-28,62.73,CL1 Comdty
2008-10-29,67.5,CL1 Comdty
2008-10-30,65.96,CL1 Comdty
2008-10-31,67.81,CL1 Comdty
2008-11-03,63.91,CL1 Comdty
2008-11-04,70.53,CL1 Comdty
2008-11-05,65.3,CL1 Comdty
2008-11-06,60.77,CL1 Comdty
2008-11-07,61.04,CL1 Comdty
2008-11-10,62.41,CL1 Comdty
2008-11-11,59.33,CL1 Comdty
2008-11-12,56.16,CL1 Comdty
2008-11-13,58.24,CL1 Comdty
2008-11-14,57.04,CL1 Comdty
2008-11-17,54.95,CL1 Comdty
2008-11-18,54.39,CL1 Comdty
2008-11-19,53.62,CL1 Comdty
2008-11-20,49.62,CL1 Comdty
2008-11-21,49.93,CL1 Comdty
2008-11-24,54.5,CL1 Comdty
2008-11-25,50.77,CL1 Comdty
2008-11-26,54.44,CL1 Comdty
2008-11-28,54.43,CL1 Comdty
2008-12-01,49.28,CL1 Comdty
2008-12-02,46.96,CL1 Comdty
2008-12-03,46.79,CL1 Comdty
2008-12-04,43.67,CL1 Comdty
2008-12-05,40.81,CL1 Comdty
2008-12-08,43.71,CL1 Comdty
2008-12-09,42.07,CL1 Comdty
2008-12-10,43.52,CL1 Comdty
2008-12-11,47.98,CL1 Comdty
2008-12-12,46.28,CL1 Comdty
2008-12-15,44.51,CL1 Comdty
2008-12-16,43.6,CL1 Comdty
2008-12-17,40.06,CL1 Comdty
2008-12-18,36.22,CL1 Comdty
2008-12-19,33.87,CL1 Comdty
2008-12-22,39.91,CL1 Comdty
2008-12-23,38.98,CL1 Comdty
2008-12-24,35.35,CL1 Comdty
2008-12-26,37.71,CL1 Comdty
2008-12-29,40.02,CL1 Comdty
2008-12-30,39.03,CL1 Comdty
2008-12-31,44.6,CL1 Comdty
2009-01-02,46.34,CL1 Comdty
2009-01-05,48.81,CL1 Comdty
2009-01-06,48.58,CL1 Comdty
2009-01-07,42.63,CL1 Comdty
2009-01-08,41.7,CL1 Comdty
2009-01-09,40.83,CL1 Comdty
2009-01-12,37.59,CL1 Comdty
2009-01-13,37.78,CL1 Comdty
2009-01-14,37.28,CL1 Comdty
2009-01-15,35.4,CL1 Comdty
2009-01-16,36.51,CL1 Comdty
2009-01-20,38.74,CL1 Comdty
2009-01-21,43.55,CL1 Comdty
2009-01-22,43.67,CL1 Comdty
2009-01-23,46.47,CL1 Comdty
2009-01-26,45.73,CL1 Comdty
2009-01-27,41.58,CL1 Comdty
2009-01-28,42.16,CL1 Comdty
2009-01-29,41.44,CL1 Comdty
2009-01-30,41.68,CL1 Comdty
2009-02-02,40.08,CL1 Comdty
2009-02-03,40.78,CL1 Comdty
2009-02-04,40.32,CL1 Comdty
2009-02-05,41.17,CL1 Comdty
2009-02-06,40.17,CL1 Comdty
2009-02-09,39.56,CL1 Comdty
2009-02-10,37.55,CL1 Comdty
2009-02-11,35.94,CL1 Comdty
2009-02-12,33.98,CL1 Comdty
2009-02-13,37.51,CL1 Comdty
2009-02-17,34.93,CL1 Comdty
2009-02-18,34.62,CL1 Comdty
2009-02-19,39.48,CL1 Comdty
2009-02-20,38.94,CL1 Comdty
2009-02-23,38.44,CL1 Comdty
2009-02-24,39.96,CL1 Comdty
2009-02-25,42.5,CL1 Comdty
2009-02-26,45.22,CL1 Comdty
2009-02-27,44.76,CL1 Comdty
2009-03-02,40.15,CL1 Comdty
2009-03-03,41.65,CL1 Comdty
2009-03-04,45.38,CL1 Comdty
2009-03-05,43.61,CL1 Comdty
2009-03-06,45.52,CL1 Comdty
2009-03-09,47.07,CL1 Comdty
2009-03-10,45.71,CL1 Comdty
2009-03-11,42.33,CL1 Comdty
2009-03-12,47.03,CL1 Comdty
2009-03-13,46.25,CL1 Comdty
2009-03-16,47.35,CL1 Comdty
2009-03-17,49.16,CL1 Comdty
2009-03-18,48.14,CL1 Comdty
2009-03-19,51.61,CL1 Comdty
2009-03-20,51.06,CL1 Comdty
2009-03-23,53.8,CL1 Comdty
2009-03-24,53.98,CL1 Comdty
2009-03-25,52.77,CL1 Comdty
2009-03-26,54.34,CL1 Comdty
2009-03-27,52.38,CL1 Comdty
2009-03-30,48.41,CL1 Comdty
2009-03-31,49.66,CL1 Comdty
2009-04-01,48.39,CL1 Comdty
2009-04-02,52.64,CL1 Comdty
2009-04-03,52.51,CL1 Comdty
2009-04-06,51.05,CL1 Comdty
2009-04-07,49.15,CL1 Comdty
2009-04-08,49.38,CL1 Comdty
2009-04-09,52.24,CL1 Comdty
2009-04-13,50.05,CL1 Comdty
2009-04-14,49.41,CL1 Comdty
2009-04-15,49.25,CL1 Comdty
2009-04-16,49.98,CL1 Comdty
2009-04-17,50.33,CL1 Comdty
2009-04-20,45.88,CL1 Comdty
2009-04-21,46.51,CL1 Comdty
2009-04-22,48.85,CL1 Comdty
2009-04-23,49.62,CL1 Comdty
2009-04-24,51.55,CL1 Comdty
2009-04-27,50.14,CL1 Comdty
2009-04-28,49.92,CL1 Comdty
2009-04-29,50.97,CL1 Comdty
2009-04-30,51.12,CL1 Comdty
2009-05-01,53.2,CL1 Comdty
2009-05-04,54.47,CL1 Comdty
2009-05-05,53.84,CL1 Comdty
2009-05-06,56.34,CL1 Comdty
2009-05-07,56.71,CL1 Comdty
2009-05-08,58.63,CL1 Comdty
2009-05-11,58.5,CL1 Comdty
2009-05-12,58.85,CL1 Comdty
2009-05-13,58.02,CL1 Comdty
2009-05-14,58.62,CL1 Comdty
2009-05-15,56.34,CL1 Comdty
2009-05-18,59.03,CL1 Comdty
2009-05-19,59.65,CL1 Comdty
2009-05-20,62.04,CL1 Comdty
2009-05-21,61.05,CL1 Comdty
2009-05-22,61.67,CL1 Comdty
2009-05-26,62.45,CL1 Comdty
2009-05-27,63.45,CL1 Comdty
2009-05-28,65.08,CL1 Comdty
2009-05-29,66.31,CL1 Comdty
2009-06-01,68.58,CL1 Comdty
2009-06-02,68.55,CL1 Comdty
2009-06-03,66.12,CL1 Comdty
2009-06-04,68.81,CL1 Comdty
2009-06-05,68.44,CL1 Comdty
2009-06-08,68.09,CL1 Comdty
2009-06-09,70.01,CL1 Comdty
2009-06-10,71.33,CL1 Comdty
2009-06-11,72.68,CL1 Comdty
2009-06-12,72.04,CL1 Comdty
2009-06-15,70.62,CL1 Comdty
2009-06-16,70.47,CL1 Comdty
2009-06-17,71.03,CL1 Comdty
2009-06-18,71.37,CL1 Comdty
2009-06-19,69.55,CL1 Comdty
2009-06-22,66.93,CL1 Comdty
2009-06-23,69.24,CL1 Comdty
2009-06-24,68.67,CL1 Comdty
2009-06-25,70.23,CL1 Comdty
2009-06-26,69.16,CL1 Comdty
2009-06-29,71.49,CL1 Comdty
2009-06-30,69.89,CL1 Comdty
2009-07-01,69.31,CL1 Comdty
2009-07-02,66.73,CL1 Comdty
2009-07-06,64.05,CL1 Comdty
2009-07-07,62.93,CL1 Comdty
2009-07-08,60.14,CL1 Comdty
2009-07-09,60.41,CL1 Comdty
2009-07-10,59.89,CL1 Comdty
2009-07-13,59.69,CL1 Comdty
2009-07-14,59.52,CL1 Comdty
2009-07-15,61.54,CL1 Comdty
2009-07-16,62.02,CL1 Comdty
2009-07-17,63.56,CL1 Comdty
2009-07-20,63.98,CL1 Comdty
2009-07-21,64.72,CL1 Comdty
2009-07-22,65.4,CL1 Comdty
2009-07-23,67.16,CL1 Comdty
2009-07-24,68.05,CL1 Comdty
2009-07-27,68.38,CL1 Comdty
2009-07-28,67.23,CL1 Comdty
2009-07-29,63.35,CL1 Comdty
2009-07-30,66.94,CL1 Comdty
2009-07-31,69.45,CL1 Comdty
2009-08-03,71.58,CL1 Comdty
2009-08-04,71.42,CL1 Comdty
2009-08-05,71.97,CL1 Comdty
2009-08-06,71.94,CL1 Comdty
2009-08-07,70.93,CL1 Comdty
2009-08-10,70.6,CL1 Comdty
2009-08-11,69.45,CL1 Comdty
2009-08-12,70.16,CL1 Comdty
2009-08-13,70.52,CL1 Comdty
2009-08-14,67.51,CL1 Comdty
2009-08-17,66.75,CL1 Comdty
2009-08-18,69.19,CL1 Comdty
2009-08-19,72.42,CL1 Comdty
2009-08-20,72.54,CL1 Comdty
2009-08-21,73.89,CL1 Comdty
2009-08-24,74.37,CL1 Comdty
2009-08-25,72.05,CL1 Comdty
2009-08-26,71.43,CL1 Comdty
2009-08-27,72.49,CL1 Comdty
2009-08-28,72.74,CL1 Comdty
2009-08-31,69.96,CL1 Comdty
2009-09-01,68.05,CL1 Comdty
2009-09-02,68.05,CL1 Comdty
2009-09-03,67.96,CL1 Comdty
2009-09-04,68.02,CL1 Comdty
2009-09-08,71.1,CL1 Comdty
2009-09-09,71.31,CL1 Comdty
2009-09-10,71.94,CL1 Comdty
2009-09-11,69.29,CL1 Comdty
2009-09-14,68.86,CL1 Comdty
2009-09-15,70.93,CL1 Comdty
2009-09-16,72.51,CL1 Comdty
2009-09-17,72.47,CL1 Comdty
2009-09-18,72.04,CL1 Comdty
2009-09-21,69.71,CL1 Comdty
2009-09-22,71.55,CL1 Comdty
2009-09-23,68.97,CL1 Comdty
2009-09-24,65.89,CL1 Comdty
2009-09-25,66.02,CL1 Comdty
2009-09-28,66.84,CL1 Comdty
2009-09-29,66.71,CL1 Comdty
2009-09-30,70.61,CL1 Comdty
2009-10-01,70.82,CL1 Comdty
2009-10-02,69.95,CL1 Comdty
2009-10-05,70.41,CL1 Comdty
2009-10-06,70.88,CL1 Comdty
2009-10-07,69.57,CL1 Comdty
2009-10-08,71.69,CL1 Comdty
2009-10-09,71.77,CL1 Comdty
2009-10-12,73.27,CL1 Comdty
2009-10-13,74.15,CL1 Comdty
2009-10-14,75.18,CL1 Comdty
2009-10-15,77.58,CL1 Comdty
2009-10-16,78.53,CL1 Comdty
2009-10-19,79.61,CL1 Comdty
2009-10-20,79.09,CL1 Comdty
2009-10-21,81.37,CL1 Comdty
2009-10-22,81.19,CL1 Comdty
2009-10-23,80.5,CL1 Comdty
2009-10-26,78.68,CL1 Comdty
2009-10-27,79.55,CL1 Comdty
2009-10-28,77.46,CL1 Comdty
2009-10-29,79.87,CL1 Comdty
2009-10-30,77,CL1 Comdty
2009-11-02,78.13,CL1 Comdty
2009-11-03,79.6,CL1 Comdty
2009-11-04,80.4,CL1 Comdty
2009-11-05,79.62,CL1 Comdty
2009-11-06,77.43,CL1 Comdty
2009-11-09,79.43,CL1 Comdty
2009-11-10,79.05,CL1 Comdty
2009-11-11,79.28,CL1 Comdty
2009-11-12,76.94,CL1 Comdty
2009-11-13,76.35,CL1 Comdty
2009-11-16,78.9,CL1 Comdty
2009-11-17,79.14,CL1 Comdty
2009-11-18,79.58,CL1 Comdty
2009-11-19,77.46,CL1 Comdty
2009-11-20,76.72,CL1 Comdty
2009-11-23,77.56,CL1 Comdty
2009-11-24,76.02,CL1 Comdty
2009-11-25,77.96,CL1 Comdty
2009-11-27,76.05,CL1 Comdty
2009-11-30,77.28,CL1 Comdty
2009-12-01,78.37,CL1 Comdty
2009-12-02,76.6,CL1 Comdty
2009-12-03,76.46,CL1 Comdty
2009-12-04,75.47,CL1 Comdty
2009-12-07,73.93,CL1 Comdty
2009-12-08,72.62,CL1 Comdty
2009-12-09,70.67,CL1 Comdty
2009-12-10,70.54,CL1 Comdty
2009-12-11,69.87,CL1 Comdty
2009-12-14,69.51,CL1 Comdty
2009-12-15,70.69,CL1 Comdty
2009-12-16,72.66,CL1 Comdty
2009-12-17,72.65,CL1 Comdty
2009-12-18,73.36,CL1 Comdty
2009-12-21,72.47,CL1 Comdty
2009-12-22,74.4,CL1 Comdty
2009-12-23,76.67,CL1 Comdty
2009-12-24,78.05,CL1 Comdty
2009-12-28,78.77,CL1 Comdty
2009-12-29,78.87,CL1 Comdty
2009-12-30,79.28,CL1 Comdty
2009-12-31,79.36,CL1 Comdty
2010-01-04,81.51,CL1 Comdty
2010-01-05,81.77,CL1 Comdty
2010-01-06,83.18,CL1 Comdty
2010-01-07,82.66,CL1 Comdty
2010-01-08,82.75,CL1 Comdty
2010-01-11,82.52,CL1 Comdty
2010-01-12,80.79,CL1 Comdty
2010-01-13,79.65,CL1 Comdty
2010-01-14,79.39,CL1 Comdty
2010-01-15,78,CL1 Comdty
2010-01-19,79.02,CL1 Comdty
2010-01-20,77.62,CL1 Comdty
2010-01-21,76.08,CL1 Comdty
2010-01-22,74.54,CL1 Comdty
2010-01-25,75.26,CL1 Comdty
2010-01-26,74.71,CL1 Comdty
2010-01-27,73.67,CL1 Comdty
2010-01-28,73.64,CL1 Comdty
2010-01-29,72.89,CL1 Comdty
2010-02-01,74.43,CL1 Comdty
2010-02-02,77.23,CL1 Comdty
2010-02-03,76.98,CL1 Comdty
2010-02-04,73.14,CL1 Comdty
2010-02-05,71.19,CL1 Comdty
2010-02-08,71.89,CL1 Comdty
2010-02-09,73.75,CL1 Comdty
2010-02-10,74.52,CL1 Comdty
2010-02-11,75.28,CL1 Comdty
2010-02-12,74.13,CL1 Comdty
2010-02-16,77.01,CL1 Comdty
2010-02-17,77.33,CL1 Comdty
2010-02-18,79.06,CL1 Comdty
2010-02-19,79.81,CL1 Comdty
2010-02-22,80.16,CL1 Comdty
2010-02-23,78.86,CL1 Comdty
2010-02-24,80,CL1 Comdty
2010-02-25,78.17,CL1 Comdty
2010-02-26,79.66,CL1 Comdty
2010-03-01,78.7,CL1 Comdty
2010-03-02,79.68,CL1 Comdty
2010-03-03,80.87,CL1 Comdty
2010-03-04,80.21,CL1 Comdty
2010-03-05,81.5,CL1 Comdty
2010-03-08,81.87,CL1 Comdty
2010-03-09,81.49,CL1 Comdty
2010-03-10,82.09,CL1 Comdty
2010-03-11,82.11,CL1 Comdty
2010-03-12,81.24,CL1 Comdty
2010-03-15,79.8,CL1 Comdty
2010-03-16,81.7,CL1 Comdty
2010-03-17,82.93,CL1 Comdty
2010-03-18,82.2,CL1 Comdty
2010-03-19,80.68,CL1 Comdty
2010-03-22,81.25,CL1 Comdty
2010-03-23,81.91,CL1 Comdty
2010-03-24,80.61,CL1 Comdty
2010-03-25,80.53,CL1 Comdty
2010-03-26,80,CL1 Comdty
2010-03-29,82.17,CL1 Comdty
2010-03-30,82.37,CL1 Comdty
2010-03-31,83.76,CL1 Comdty
2010-04-01,84.87,CL1 Comdty
2010-04-05,86.62,CL1 Comdty
2010-04-06,86.84,CL1 Comdty
2010-04-07,85.88,CL1 Comdty
2010-04-08,85.39,CL1 Comdty
2010-04-09,84.92,CL1 Comdty
2010-04-12,84.34,CL1 Comdty
2010-04-13,84.05,CL1 Comdty
2010-04-14,85.84,CL1 Comdty
2010-04-15,85.51,CL1 Comdty
2010-04-16,83.24,CL1 Comdty
2010-04-19,81.45,CL1 Comdty
2010-04-20,83.45,CL1 Comdty
2010-04-21,83.68,CL1 Comdty
2010-04-22,83.7,CL1 Comdty
2010-04-23,85.12,CL1 Comdty
2010-04-26,84.2,CL1 Comdty
2010-04-27,82.44,CL1 Comdty
2010-04-28,83.22,CL1 Comdty
2010-04-29,85.17,CL1 Comdty
2010-04-30,86.15,CL1 Comdty
2010-05-03,86.19,CL1 Comdty
2010-05-04,82.74,CL1 Comdty
2010-05-05,79.97,CL1 Comdty
2010-05-06,77.11,CL1 Comdty
2010-05-07,75.11,CL1 Comdty
2010-05-10,76.8,CL1 Comdty
2010-05-11,76.37,CL1 Comdty
2010-05-12,75.65,CL1 Comdty
